id,raw_id,japanese,hiragana,chinese,level,pos,example_1,gloss_1,example_2,gloss_2,example_3,gloss_3,is_delisted
50169,N5_0169,お巡りさん,おまわりさん,警察，巡警,N5,名,お巡[まわ]りさんに道[みち]を聞[き]く。,向巡警问路。,親切[しんせつ]なお巡[まわ]りさん。,亲切的警察。,お巡[まわ]りさんが立[た]っている。,警察站着。,false
50170,N5_0170,重い,おもい,重的，沉重的,N5,イ形,重[おも]い荷物[にもつ]。,很重的行李。,責任[せきにん]が重[おも]い。,责任重大。,病気[びょうき]が重[おも]い。,病情严重。,false
50171,N5_0171,思う,おもう,思考；思念；预想；认为,N5,他動1,思[おも]いながら歩[ある]く。,边思考边走路。,家族[かぞく]の人々[ひとびと]を思[おも]う。,思念家人。,思[おも]ったより環境[かんきょう]が悪[わる]い。,环境比预想的差。,false
50172,N5_0172,面白い,おもしろい,有趣的，有意思的；快乐的，愉快的,N5,イ形,面白[おもしろ]い芝居[しばい]。,有意思的表演。,面白[おもしろ]い旅行[りょこう]。,快乐的旅游。,この本[ほん]は面白[おもしろ]いです。,这本书很有趣。,false
50173,N5_0173,親,おや,父母,N5,名,親[おや]と一緒[いっしょ]に暮[く]らす。,和父母一起生活。,親[おや]に感謝[かんしゃ]する。,感谢父母。,親[おや]の愛[あい]。,父母的爱。,false
50174,N5_0174,親子丼,おやこどん,鸡肉鸡蛋盖饭,N5,名,親子丼[おやこどん]を食[た]べる。,吃鸡肉鸡蛋盖饭。,親子丼[おやこどん]を作[つく]る。,做亲子盖饭。,親子丼[おやこどん]はおいしい。,亲子盖饭很好吃。,false
50175,N5_0175,泳ぐ,およぐ,游泳,N5,自動1,プールで泳[およ]ぐ。,在游泳池游泳。,川[かわ]で泳[およ]ぐ。,在河里游泳。,速[はや]く泳[およ]ぐ。,游得很快。,false
50176,N5_0176,降りる,おりる,下降，下来；下（车）,N5,自動2,上[うえ]から降[お]りる。,从上面下来。,電車[でんしゃ]から降[お]りる。,从电车上下来。,階段[かいだん]を降[お]りる。,下楼梯。,false
50177,N5_0177,終わり,おわり,结束，末尾,N5,名,終[お]わりまで読[よ]む。,读到最后。,一年[いちねん]の終[お]わり。,年末。,夏休[なつやす]みの終[お]わり。,暑假的结束。,false
50178,N5_0178,終わる,おわる,完，结束；完结,N5,他動1,仕事[しごと]が終[お]わる。,工作結束。,会議[かいぎ]を終[お]わる。,結束会议。,夏[なつ]が終[お]わる。,夏天结束了。,false
50179,N5_0179,音楽,おんがく,音乐,N5,名,音楽[おんがく]を聞[き]く。,听音乐。,音楽[おんがく]の授業[じゅぎょう]。,音乐课。,音楽[おんがく]が好[す]きです。,喜欢音乐。,false
50180,N5_0180,音楽会,おんがくかい,音乐会，演奏会,N5,名,音楽会[おんがくかい]に行[い]く。,去听音乐会。,音楽会[おんがくかい]を開[ひら]く。,举办音乐会。,学校[がっこう]の音楽会[おんがくかい]。,学校的音乐会。,false
50181,N5_0181,温泉,おんせん,温泉,N5,名,温泉[おんせん]に入[はい]る。,泡温泉。,温泉[おんせん]卵[たまご]。,溏心蛋（蛋黄没有全熟的白煮蛋）。,温泉[おんせん]旅行[りょこう]。,温泉旅行。,false
50182,N5_0182,女,おんな,女性，女人,N5,名,女[おんな]のやさしさ。,女性的温柔。,女[おんな]の人[ひと]。,女人。,強[つよ]い女[おんな]。,坚强的女人。,false
50183,N5_0183,～回,～かい,······回（次、届）,N5,接尾,3回[かい]も行[い]った。,去了三次。,週[しゅう]に一回[いっかい]。,一周一次。,何回[なんかい]も練習[れんしゅう]する。,练习很多次。,false
50184,N5_0184,～階,～かい,～层，～楼,N5,接尾,会社[かいしゃ]は24階[かい]にある。,公司在24层。,一階[いっかい]のロビー。,一楼大厅。,何階[なんがい]ですか。,是几楼？,false
50185,N5_0185,海外,かいがい,海外，国外,N5,名,海外[かいがい]旅行[りょこう]。,海外旅行。,海外[かいがい]に行[い]く。,出国。,海外[かいがい]の友達[ともだち]。,国外的朋友。,false
50186,N5_0186,外国,がいこく,外国，国外,N5,名,外国[がいこく]から運[はこ]んでくる。,从海外运来。,外国[がいこく]へ行[い]く。,去外国。,外国[がいこく]の料理[りょうり]。,外国菜。,false
50187,N5_0187,外国語,がいこくご,外语,N5,名,外国語[がいこくご]を勉強[べんきょう]する。,学习外语。,外国語[がいこくご]が話[はな]せる。,会说外语。,外国語[がいこくご]学部[がくぶ]。,外语系。,false
50188,N5_0188,外国人,がいこくじん,外国人，海外人士,N5,名,外国人[がいこくじん]に会[あ]う。,见外国人。,彼[かれ]は外国人[がいこくじん]です。,他是外国人。,多[おお]くの外国人[がいこくじん]。,很多外国人。,false
50189,N5_0189,会社,かいしゃ,公司,N5,名,会社[かいしゃ]で働[はたら]く。,在公司上班。,会社[かいしゃ]を休[やす]む。,向公司请假。,大[おお]きな会社[かいしゃ]。,大公司。,false
50190,N5_0190,会社員,かいしゃいん,公司职员,N5,名,私[わたし]は会社員[かいしゃいん]です。,我是公司职员。,会社員[かいしゃいん]として働[はたら]く。,作为公司职员工作。,真面目[まじめ]な会社員[かいしゃいん]。,认真的公司职员。,false
50191,N5_0191,外出,がいしゅつ,外出,N5,名*自動3,一人[ひとり]で外出[がいしゅつ]する。,独自外出。,外出[がいしゅつ]先[さき]。,外出要去的地方。,週末[しゅうまつ]は外出[がいしゅつ]しない。,周末不外出。,false
50192,N5_0192,～階建て,～かいだて,～层楼（建筑）,N5,接尾,5階[かい]建[だ]てのアパート。,五层楼的公寓。,2階[かい]建[だ]ての家[いえ]。,两层楼的房子。,30階[かい]建[だ]てのビル。,30层的大楼。,false
50193,N5_0193,階段,かいだん,台阶，楼梯；等级,N5,名,階段[かいだん]を上[のぼ]る。,爬楼梯。,権力[けんりょく]の階段[かいだん]。,权利的等級。,階段[かいだん]を下[お]りる。,下楼梯。,false
50194,N5_0194,買い物,かいもの,买东西；要买的或买到的东西,N5,名*自動3,買[か]い物[もの]のリスト。,购物清单。,買[か]い物[もの]を持[も]って帰[かえ]った。,拿着买的东西回家了。,デパートへ買[か]い物[もの]に行[い]く。,去百货商店购物。,false
50195,N5_0195,会話,かいわ,会话，交流,N5,名*自動3,日本語[にほんご]の会話[かいわ]を練習[れんしゅう]する。,练习日语会话。,先生[せんせい]と会話[かいわ]する。,和老师交谈。,楽[たの]しい会話[かいわ]。,愉快的交谈。,false
50196,N5_0196,買う,かう,买，购买,N5,他動1,本[ほん]を買[か]う。,买书。,新[あたら]しい服[ふく]を買[か]う。,买新衣服。,チケットを買[か]う。,买票。,false
50197,N5_0197,返す,かえす,归还；翻,N5,他動1,本[ほん]を返[かえ]す。,还书。,手[て]のひらを返[かえ]す。,翻掌。,お金[かね]を返[かえ]す。,还钱。,false
50198,N5_0198,帰る,かえる,回家，回去,N5,自動1,家[いえ]へ帰[かえ]る。,回家。,国[くに]へ帰[かえ]る。,回国。,早[はや]く帰[かえ]る。,早点回去。,false
50199,N5_0199,顔,かお,脸；表情；脸面,N5,名,顔[かお]を洗[あら]う。,洗脸。,疲[つか]れた顔[かお]をする。,脸色很疲惫。,笑顔[えがお]を見[み]せる。,露出笑脸。,false
50200,N5_0200,掛かる,かかる,花费；悬挂；上锁；来（电话）,N5,自動1,手間[てま]が掛[か]かる。,花功夫。,カーテンが掛[か]かっている。,挂着窗帘。,鍵[かぎ]が掛[か]かっている。,上着锁。,false
50201,N5_0201,鍵,かぎ,钥匙；锁头,N5,名,部屋[へや]の鍵[かぎ]がなくなった。,房间钥匙丢了。,鍵[かぎ]を掛[か]ける。,上锁。,鍵[かぎ]を開[あ]ける。,开锁。,false
50202,N5_0202,書留,かきとめ,挂号信,N5,名,簡易[かんい]書留[かきとめ]。,简单挂号信（只记录邮件的收发，不记录邮寄途中的情况）。,書留[かきとめ]で送[おく]る。,寄挂号信。,書留[かきとめ]を受[う]け取[と]る。,收到挂号信。,false
50203,N5_0203,書く,かく,写，画,N5,他動1,字[じ]を書[か]く。,写字。,手紙[てがみ]を書[か]く。,写信。,名前[なまえ]を書[か]く。,写名字。,false
50204,N5_0204,家具,かぐ,家具,N5,名,和風[わふう]の家具[かぐ]。,日式风格的家具。,家具[かぐ]を買[か]う。,买家具。,新[あたら]しい家具[かぐ]。,新家具。,false
50205,N5_0205,学生,がくせい,学生,N5,名,学生証[がくせいしょう]。,学生证。,真面目[まじめ]な学生[がくせい]。,认真的学生。,彼[かれ]は学生[がくせい]です。,他是学生。,false
50206,N5_0206,～か月,～かげつ,～个月,N5,接尾,入社[にゅうしゃ]してまだ1か月[かげつ]です。,进公司还只有一个月。,3か月[かげつ]間[かん]勉強[べんきょう]する。,学习三个月。,半年[はんとし]は6か月[かげつ]です。,半年是六个月。,false
50207,N5_0207,掛ける,かける,带上，盖上；打（电话、招呼等）；挂；花费；坐；上锁,N5,他動2,眼鏡[めがね]を掛[か]ける。,戴眼镜。,声[こえ]を掛[か]ける。,打招呼。,絵[え]を壁[かべ]に掛[か]ける。,把画挂墙上。,false
50208,N5_0208,傘,かさ,雨伞,N5,名,傘[かさ]を差[さ]す。,打伞。,傘[かさ]を持[も]っていく。,带伞去。,傘[かさ]を忘[わす]れる。,忘带伞。,false
50209,N5_0209,貸す,かす,借出；租借；提供,N5,他動1,ペンを貸[か]す。,借笔。,部屋[へや]を貸[か]す。,出租房屋。,力[ちから]を貸[か]す。,帮忙。,false
50210,N5_0210,数,かず,数目,N5,名,学生[がくせい]の数[かず]。,学生的数量。,数[かず]を数[かぞ]える。,数数。,数[かず]が多[おお]い。,数量多。,false
50211,N5_0211,風,かぜ,风,N5,名,風[かぜ]が強[つよ]い。,风很大。,涼[すず]しい風[かぜ]。,凉爽的风。,風[かぜ]が吹[ふ]く。,刮风。,false
50212,N5_0212,風邪,かぜ,感冒,N5,名,風邪[かぜ]を引[ひ]く。,患上感冒。,風邪[かぜ]の薬[くすり]。,感冒药。,風邪[かぜ]が治[なお]る。,感冒好了。,false
50213,N5_0213,家族,かぞく,家族，家属,N5,名,大家族[だいかぞく]。,大家庭。,核家族[かくかぞく]。,小家庭。,家族[かぞく]が多[おお]い。,家属多。,false
50214,N5_0214,方,かた,（「人」的敬语）～位，～人,N5,名*尊称,この方[かた]。,这位。,近[ちか]くに立[た]った方[かた]。,站在旁边的人。,あの方[かた]はどなたですか。,那个人是谁？,false
50215,N5_0215,～方,～かた,～方法,N5,接尾,使[つか]い方[かた]。,用法。,言[い]い方[かた]。,说法。,作[つく]り方[かた]。,做法。,false
50216,N5_0216,～方,～がた,～们,N5,接尾,ご出席[しゅっせき]の先生方[せんせいがた]。,在座的老师们。,皆様方[みなさまがた]。,诸位。,先輩方[せんぱいがた]。,前辈们。,false
50217,N5_0217,片仮名,かたかな,片假名,N5,名,外来語[がいらいご]はいつも片仮名[かたかな]で表示[ひょうじ]する。,外来语一般用片假名表示。,平仮名[ひらがな]と片仮名[かたかな]。,平假名和片假名。,片仮名[かたかな]で書[か]く。,用片假名写。,false
50218,N5_0218,～月,～がつ,～月份,N5,接尾,7月[しちがつ]卒業[そつぎょう]する。,七月份毕业。,何月[なんがつ]ですか。,是几月？,来月[らいげつ]は3月[さんがつ]です。,下个月是三月。,false
50219,N5_0219,学校,がっこう,学校,N5,名,専門[せんもん]学校[がっこう]。,专科学校。,学校[がっこう]へ行[い]く。,去学校。,学校[がっこう]を休[やす]む。,向学校请假。,false
50220,N5_0220,活動,かつどう,活动,N5,名*自動3,団体[だんたい]活動[かつどう]。,集体活动。,その組織[そしき]はまだ活動[かつどう]している。,那个组织依然在活动。,クラブ活動[かつどう]に参加[さんか]する。,参加社团活动。,false
50221,N5_0221,cup,カップ,杯子；奖杯,N5,名,コーヒーカップ。,咖啡杯。,カップを争[あらそ]う。,争夺冠军。,カップラーメン。,杯面。,false
50222,N5_0222,家庭,かてい,家庭,N5,名,幸[しあわ]せな家庭[かてい]。,幸福的家庭。,家庭[かてい]教師[きょうし]。,家庭教师。,明[あか]るい家庭[かてい]を築[きず]く。,建立一个开朗的家庭。,false
50223,N5_0223,角,かど,（道路等）拐角；（桌子等）棱角,N5,名,あの道[みち]の角[かど]に本屋[ほんや]がある。,那条路的拐角处有家书店。,机[つくえ]の角[かど]。,桌子角。,角[かど]を曲[ま]がる。,拐弯。,false
50224,N5_0224,華道/花道,かどう,花道，插花艺术,N5,名,華道[かどう]を習[なら]う。,学习插花。,華道[かどう]教室[きょうしつ]。,插花班。,華道[かどう]の先生[せんせい]。,花道老师。,false
50225,N5_0225,仮名,かな,假名,N5,名,仮名[かな]がないと、どう読[よ]むかわからない。,没有假名不知道怎么念。,送[おく]り仮名[がな]。,送瑞名。,振[ふ]り仮名[がな]を振[ふ]る。,标注假名。,false
50226,N5_0226,金,かね,金钱，钱,N5,名,お金[かね]を使[つか]う。,花钱。,お金[かね]が足[た]りない。,钱不够。,お金[かね]を貯[た]める。,存钱。,false
50227,N5_0227,かばん,かばん,书包，提包,N5,名,かばんを持[も]つ。,拿包。,重[おも]いかばん。,沉重的包。,かばんを開[あ]ける。,打开包。,false
50228,N5_0228,歌舞伎,かぶき,歌舞伎（以夸张手法表现的戏剧）,N5,名,歌舞伎[かぶき]を見[み]る。,观赏歌舞伎。,歌舞伎[かぶき]役者[やくしゃ]。,歌舞伎演员。,歌舞伎[かぶき]座[ざ]。,歌舞伎座。,false
50229,N5_0229,被る,かぶる,带；蒙受,N5,他動1,帽子[ぼうし]を被[かぶ]る。,戴帽子。,罪[つみ]を被[かぶ]る。,承担罪责。,水[みず]を被[かぶ]る。,淋水。,false
50230,N5_0230,紙,かみ,纸,N5,名,紙[かみ]を折[お]る。,折紙。,紙[かみ]に書[か]く。,写在纸上。,白[しろ]い紙[かみ]。,白纸。,false
50231,N5_0231,camera,カメラ,照相机,N5,名,カメラで写真[しゃしん]を撮[と]る。,用照相机照相。,デジタルカメラ。,数码相机。,使[つか]い捨[す]てカメラ。,一次性照相机。,false
50232,N5_0232,粥,かゆ,粥，稀饭,N5,名,お粥[かゆ]を食[た]べる。,喝粥。,熱[あつ]いお粥[かゆ]。,滚烫的稀饭。,お粥[かゆ]を作[つく]る。,煮粥。,false
50233,N5_0233,火曜日,かようび,周二,N5,名,来週[らいしゅう]の火曜日[かようび]。,下周二。,火曜日[かようび]に会[あ]いましょう。,周二见吧。,火曜日[かようび]は休[やす]みです。,周二休息。,false
50234,N5_0234,唐揚げ,からあげ,油炸；油炸物,N5,名,鶏[とり]の唐揚[からあ]げ。,炸鸡块。,唐揚[からあ]げの作[つく]り方[かた]。,油炸物的做法。,唐揚[からあ]げはおいしい。,炸鸡块很好吃。,false
50235,N5_0235,辛い,からい,辣的；烈的,N5,イ形,四川[しせん]料理[りょうり]は辛[から]い。,四川料理辣。,辛[から]いお酒[さけ]。,烈酒。,辛[から]いカレー。,辣咖喱。,false
50236,N5_0236,カラオケ,カラオケ,卡拉OK，KTV,N5,名,カラオケへ行[い]く。,去唱卡拉OK。,カラオケで歌[うた]う。,在卡拉OK唱歌。,カラオケボックス。,卡拉OK包厢。,false
50237,N5_0237,体,からだ,身体；体格，身材；健康体质,N5,名,体[からだ]を鍛[きた]える。,锻炼身体。,体[からだ]がほっそりしている。,身形苗条。,体[からだ]を大事[だいじ]にしてください。,请保重身体。,false
50238,N5_0238,借りる,かりる,借；租,N5,他動2,本[ほん]を借[か]りる。,借书。,部屋[へや]を借[か]りる。,租房子。,お金[かね]を借[か]りる。,借钱。,false
50239,N5_0239,軽い,かるい,轻的，轻巧的,N5,イ形,この本[ほん]は軽[かる]いです。,这本书比较轻。,軽[かる]いバッグ。,轻巧的包。,口[くち]が軽[かる]い。,嘴不严。,false
50240,N5_0240,curry,カレー,咖喱,N5,名,カレーの味[あじ]。,咖喱味。,カレーライス。,咖喱饭。,今日[きょう]はカレーです。,今天吃咖喱。,false
50241,N5_0241,calendar,カレンダー,日历，年历,N5,名,カレンダーを手元[てもと]に置[お]く。,把日历放在手边。,カレンダーを見[み]る。,看日历。,カレンダーをめくる。,翻日历。,false
50242,N5_0242,川,かわ,河川，河流,N5,名,川[かわ]には魚[さかな]がいる。,河里有鱼。,川[かわ]で泳[およ]ぐ。,在河里游泳。,広[ひろ]い川[かわ]。,宽阔的河流。,false
50243,N5_0243,皮,かわ,皮，表皮,N5,名,皮[かわ]を剥[む]く。,剥皮，削皮。,りんごの皮[かわ]。,苹果皮。,みかんの皮[かわ]。,橘子皮。,false
50244,N5_0244,～側,～がわ,～侧；～方面,N5,接尾,南側[みなみがわ]。,南边。,会社[かいしゃ]側[がわ]。,公司方面。,右側[みぎがわ]を通行[つうこう]する。,右侧通行。,false
50245,N5_0245,かわいい,かわいい,可爱的,N5,イ形,かわいい赤[あか]ちゃん。,可爱的婴儿。,かわいい犬[いぬ]。,可爱的小狗。,かわいい服[ふく]。,可爱的衣服。,false
50246,N5_0246,歓迎会,かんげいかい,迎新会,N5,名,歓迎会[かんげいかい]を行[おこな]う。,举办迎新会。,新入生[しんにゅうせい]の歓迎会[かんげいかい]。,新生的欢迎会。,歓迎会[かんげいかい]に参加[さんか]する。,参加欢迎会。,false
50247,N5_0247,漢字,かんじ,汉字,N5,名,漢字[かんじ]の書[か]き方[かた]が難[むずか]しい。,汉字很难写。,漢字[かんじ]を練習[れんしゅう]する。,练习汉字。,漢字[かんじ]を読[よ]む。,读汉字。,false
50248,N5_0248,看板,かんばん,招牌,N5,名,店[みせ]の看板[かんばん]。,店铺的招牌。,看板[かんばん]料理[りょうり]。,招牌菜。,看板[かんばん]を出[だ]す。,挂招牌。,false
50249,N5_0249,木,き,树，树木,N5,名,木[き]を植[う]える。,植树。,木[き]の下[した]で休[やす]む。,在树下休息。,大[おお]きな木[き]。,大树。,false
50250,N5_0250,黄色,きいろ,黄色,N5,名,黄色[きいろ]のシャツ。,黄色的衬衫。,黄色[きいろ]が好[す]きです。,喜欢黄色。,信号[しんごう]が黄色[きいろ]になる。,信号灯变黄。,false
50251,N5_0251,黄色い,きいろい,黄色的,N5,イ形,黄色[きいろ]い花[はな]。,黄花。,黄色[きいろ]い声[こえ]。,尖细的声音（多指女性或儿童）。,黄色[きいろ]い車[くるま]。,黄色的车。,false
50252,N5_0252,消える,きえる,消失；媳灭,N5,自動2,痕跡[こんせき]が消[き]える。,痕迹没有了。,電灯[でんとう]が消[き]える。,电灯灭了。,火[ひ]が消[き]える。,火灭了。,false
50253,N5_0253,気温,きおん,气温,N5,名,気温[きおん]が高[たか]い。,气温高。,気温[きおん]が下[さ]がる。,气温下降。,今日[きょう]の気温[きおん]。,今天的气温。,false
50254,N5_0254,聞く,きく,听；询问,N5,他動1,音楽[おんがく]を聞[き]く。,听音乐。,道[みち]を聞[き]く。,问路。,先生[せんせい]に聞[き]く。,问老师。,false
50255,N5_0255,帰国,きこく,回国,N5,名*自動3,アメリカから帰国[きこく]する。,从美国回国。,帰国[きこく]の日程[にってい]。,回国的日程。,来月[らいげつ]帰国[きこく]します。,下个月回国。,false
50256,N5_0256,北,きた,北方，北面,N5,名,北[きた]のほうが寒[さむ]い。,北方比较冷。,北[きた]風[かぜ]。,北风。,駅[えき]の北[きた]。,车站的北面。,false
50257,N5_0257,guitar,ギター,吉他,N5,名,ギターを弾[ひ]く。,弹吉他。,ギター教室[きょうしつ]。,吉他教室。,新[あたら]しいギター。,新吉他。,false
50258,N5_0258,北側,きたがわ,北方，北側,N5,名,家[いえ]の北側[きたがわ]。,房子的北侧。,北側[きたがわ]の部屋[へや]。,北边的房间。,北側[きたがわ]に窓[まど]がある。,北边有窗户。,false
50259,N5_0259,汚い,きたない,脏的；凌乱的；卑鄙的,N5,イ形,汚[きたな]い部屋[へや]。,房间很脏。,本棚[ほんだな]が汚[きたな]い。,书架很乱。,汚[きたな]い手[て]。,脏手。,false
50260,N5_0260,喫茶店,きっさてん,咖啡厅，茶馆,N5,名,喫茶店[きっさてん]で休憩[きゅうけい]する。,在咖啡厅休息。,静[しず]かな喫茶店[きっさてん]。,安静的咖啡厅。,喫茶店[きっさてん]でコーヒーを飲[の]む。,在咖啡厅喝咖啡。,false
50261,N5_0261,切手,きって,邮票,N5,名,切手[きって]を封筒[ふうとう]に貼[は]る。,把邮票贴在信封上。,記念[きねん]切手[きって]。,纪念邮票。,切手[きって]を集[あつ]める。,集邮。,false
50262,N5_0262,切符,きっぷ,（车、船等的）票,N5,名,切符[きっぷ]を買[か]う。,买票。,電車[でんしゃ]の切符[きっぷ]。,电车票。,切符[きっぷ]売[う]り場[ば]。,售票处。,false
50263,N5_0263,記念品,きねんひん,纪念品,N5,名,記念品[きねんひん]を贈[おく]る。,贘送纪念品。,旅行[りょこう]の記念品[きねんひん]。,旅行纪念品。,記念品[きねんひん]をもらう。,收到纪念品。,false
50264,N5_0264,昨日,きのう,昨天,N5,名,昨日[きのう]、雨[あめ]が降[ふ]った。,昨天下雨了。,昨日[きのう]の夜[よる]。,昨天晚上。,昨日[きのう]はどうも。,昨天多谢了。,false
50265,N5_0265,牛肉,ぎゅうにく,牛肉,N5,名,牛肉[ぎゅうにく]を食[た]べる。,吃牛肉。,牛肉[ぎゅうにく]カレー。,牛肉咖喱。,オーストラリア産[さん]牛肉[ぎゅうにく]。,澳洲牛肉。,false
50266,N5_0266,牛乳,ぎゅうにゅう,牛奶,N5,名,牛乳[ぎゅうにゅう]を飲[の]む。,喝牛奶。,牛乳[ぎゅうにゅう]を買[か]う。,买牛奶。,毎日[まいにち]牛乳[ぎゅうにゅう]を飲[の]む。,每天喝牛奶。,false
50267,N5_0267,今日,きょう,今天,N5,名,今日[きょう]は元気[げんき]だ。,今天很精神。,今日[きょう]の天気[てんき]。,今天的天气。,今日[きょう]は何曜日[なんようび]ですか。,今天星期几？,false
50268,N5_0268,教室,きょうしつ,教室；培训班,N5,名,教室[きょうしつ]が広[ひろ]い。,教室很宽敞。,美容[びよう]教室[きょうしつ]。,美容培训班。,教室[きょうしつ]に入[はい]る。,进教室。,false
50269,N5_0269,兄弟,きょうだい,兄弟姐妹,N5,名,兄弟[きょうだい]が多[おお]い。,兄弟姐妹多。,兄弟[きょうだい]のように仲[なか]がいい。,像亲兄弟一样关系好。,彼[かれ]は私[わたし]の兄弟[きょうだい]です。,他是我的兄弟。,false
50270,N5_0270,興味,きょうみ,兴趣,N5,名,興味[きょうみ]深[ぶか]い。,很感兴趣。,興味[きょうみ]を持[も]つ。,感兴趣。,日本[にほん]の文化[ぶんか]に興味[きょうみ]がある。,对日本文化感兴趣。,false
50271,N5_0271,ギヨーザ,ギヨーザ,饺子,N5,名,焼[や]きギョーザ。,煎饺。,水[すい]ギョーザ。,水饺。,ギョーザを作[つく]る。,包饺子。,false
50272,N5_0272,去年,きょねん,去年,N5,名,去年[きょねん]の夏[なつ]。,去年的夏天。,去年[きょねん]日本[にほん]へ来[き]ました。,去年来日本了。,去年[きょねん]より寒[さむ]い。,比去年冷。,false
50273,N5_0273,嫌い,きらい,讨厌，不喜欢,N5,名*ナ形,蛇[へび]が嫌[きら]い。,讨厌蛇。,野菜[やさい]が嫌[きら]いだ。,讨厌蔬菜。,嫌[きら]いな食[た]べ物[もの]。,讨厌的食物。,false
50274,N5_0274,切る,きる,切，割；冲断，关闭,N5,他動1,髮[かみ]を切[き]る。,剪发。,電源[でんげん]を切[き]る。,关闭电源。,電話[でんわ]を切[き]る。,挂断电话。,false
50275,N5_0275,着る,きる,穿（衣服等）,N5,他動2,着物[きもの]を着[き]る。,穿和服。,コートを着[き]る。,穿外套。,服[ふく]を着[き]る。,穿衣服。,false
50276,N5_0276,きれい,きれい,好看，美丽；干净，整洁,N5,ナ形,きれいな画面[がめん]。,美丽的画面。,部屋[へや]がきれいだ。,屋里很干净。,字[じ]がきれいだ。,字很漂亮。,false
50277,N5_0277,～キログラム,～キログラム,～千克，～公斤,N5,接尾,4キログラムを超[こ]える。,超过四公斤。,体重[たいじゅう]が50キログラムです。,体重是50公斤。,荷物[にもつ]は20キログラムまでです。,行李限重20公斤。,false
50278,N5_0278,～キロメートル,～キロメートル,～千米，～公里,N5,接尾,1キロメートルを走[はし]った。,跑了一公里。,ここから駅[えき]まで2キロメートルある。,从这里到车站有两公里。,時速[じそく]100キロメートル。,时速100公里。,false
50279,N5_0279,銀行,ぎんこう,银行,N5,名,銀行[ぎんこう]で両替[りょうがえ]する。,在银行兑換。,銀行[ぎんこう]にお金[かね]を預[あず]ける。,把钱存进银行。,銀行[ぎんこう]からおろす。,从银行取钱。,false
50280,N5_0280,銀行員,ぎんこういん,银行工作人员,N5,名,彼[かれ]は銀行員[ぎんこういん]です。,他是银行职员。,銀行員[ぎんこういん]と話[はな]す。,和银行职员说话。,銀行員[ぎんこういん]として働[はたら]く。,作为银行职员工作。,false
50281,N5_0281,金曜日,きんようび,周五,N5,名,来週[らいしゅう]の金曜日[きんようび]。,下周五。,花[はな]の金曜日[きんようび]。,快乐的周五（由于第二天就是周末）。,金曜日[きんようび]に会[あ]う。,周五见。,false
50282,N5_0282,薬,くすり,药，药品,N5,名,薬[くすり]を飲[の]む。,吃药。,風邪[かぜ]の薬[くすり]。,感冒药。,薬[くすり]を塗[ぬ]る。,涂药。,false
50283,N5_0283,くださる,くださる,（「くれる」的尊他语）给予，賜予,N5,他動1,先生[せんせい]が本[ほん]をくださいました。,老师给了我一本书。,お電話[でんわ]をくださる。,给我打电话。,詳[くわ]しく説明[せつめい]してくださった。,给我详细说明了。,false
50284,N5_0284,果物,くだもの,水果,N5,名,果物[くだもの]が大好[だいす]きだ。,特別喜欢吃水果。,季節[きせつ]の果物[くだもの]。,当季的水果。,果物[くだもの]を買[か]う。,买水果。,false
50285,N5_0285,口,くち,嘴巴；说话；（物品、场所的）口，出口,N5,名,小[ちい]さい口[くち]。,樱桃小嘴。,口[くち]が旨[うま]い。,嘴甜。,改札[かいさつ]口[ぐち]。,检票口。,false
50286,N5_0286,靴,くつ,鞋子,N5,名,靴[くつ]を買[か]う。,买鞋。,靴[くつ]を履[は]く。,穿鞋。,靴[くつ]を脱[ぬ]ぐ。,脱鞋。,false
50287,N5_0287,靴下,くつした,袜子,N5,名,靴下[くつした]が破[やぶ]れた。,袜子破了。,靴下[くつした]を履[は]く。,穿袜子。,白[しろ]い靴下[くつした]。,白袜子。,false
50288,N5_0288,国,くに,国家；家乡，故乡,N5,名,国[くに]を愛[あい]する。,愛国。,国[くに]に帰[かえ]りたい。,想回家乡。,外国[がいこく]へ行[い]く。,去外国。,false
50289,N5_0289,熊,くま,熊,N5,名,森[もり]に熊[くま]がいる。,森林里有熊。,熊[くま]のぬいぐるみ。,熊玩偶。,大[おお]きな熊[くま]。,大熊。,false
50290,N5_0290,曇り,くもり,阴天,N5,名,一日[いちにち]曇[くも]りだった。,一天都是阴天。,明日[あした]は曇[くも]りでしょう。,明天大概是阴天吧。,曇[くも]りのち雨[あめ]。,阴转雨。,false
50291,N5_0291,曇る,くもる,阴天；朦胧不清，模糊,N5,自動1,午後[ごご]から曇[くも]ってきた。,从下午开始天阴了。,雨[あめ]で窓[まど]のガラスが曇[くも]る。,由于下雨窗户玻璃变得模糊。,空[そら]が曇[くも]っている。,天阴着。,false
50292,N5_0292,暗い,くらい,变黑的，发暗的,N5,イ形,部屋[へや]が暗[くら]い。,房间暗。,テレビの画面[がめん]が暗[くら]くなった。,电视机画面变得模糊。,外[そと]が暗[くら]い。,外面很黑。,false
50293,N5_0293,class,クラス,班级,N5,名,初心者[しょしんしゃ]クラス。,入门班级。,クラスメート。,同班同学。,日本語[にほんご]のクラス。,日语班。,false
50294,N5_0294,gram,グラム,克,N5,名,肉[にく]を100グラム買[か]う。,买100克肉。,何[なん]グラムありますか。,有多少克？,500グラム入[い]り。,装有500克。,false
